madde,anlam,lisan,telaffuz
muzır,"Her şeyi bozan, karıştıran, zararlı işler yapan (çocuk) | Cinsel gelişmeye zararı olan | Sağlığı bozan",Arapça mużirr,
muzip,"İnsanı, şaka yollu üzecek veya uğraştıracak davranışlarda bulunmayı huy edinmiş olan; takılgan",Arapça muʿẕib,mu:zip
muzmahil,"Çökmüş, çöküntüye uğramış",Arapça mużmaḥill,
muzsu,"Muzu andıran, muza benzeyen, muz gibi; muzumsu",,
muztar,Bir şeyi yapmak zorunda kalmış olan | Çaresiz kalmış olan,Arapça mużṭarr,
muzur,343 muzır,Arapça mużirr,
mübah,"Dinî bakımdan yapılmasında sakınca olmayan, yapılması günah veya sevap olmayan [din bilimi] | Yapılmasında sakınca görülmeyen",Arapça mubāḥ,
mübarek,"Çok saygı duyulan | Beğenilen, sevilen kimse veya şeyler için söylenen bir söz | Kızılan, şaşılan (kimse veya şey)",Arapça mubārek,müba:rek
mübeşşir,"Muştu veren, müjde getiren (kimse)",Arapça mubeşşir,
mübrem,"Çok gerekli olan, kaçınılmaz, vazgeçilmez",Arapça mubrem,
mücehhez,"Bir işin olması için gerekli olan malzeme ile donanmış, donatılmış, teçhiz edilmiş | Bir işin olması için hazır duruma getirilmiş, hazırlanmış",Arapça mucehhez,
mücerrep,"Tecrübe edilmiş, denenmiş, sınanmış",Arapça mucerreb,
mücessem,Cisim durumunda olan | Soyut kavramlar için somut bir varlıkta tam olarak belirmiş olan,Arapça mucessem,
mücevherli,Mücevher takınmış olan,,
mücmel,"Özet olarak anlatılmış, kısa ve özlü",Arapça mucmel,
müdahil,"Karışan, araya giren, el atan | Davaya müdahale eden; katılan [hukuk]",Arapça mudāḫil,müda:hil
müdavi,"Hastaya bakan, tedavi eden (kimse)",Arapça mudāvī,müda:vi:
müdavim,"Bir yere sürekli olarak giden (kimse); devamcı, gedikli | Bir işi sürekli yapan (kimse); gedikli",Arapça mudāvim,müda:vim
müdellel,"Kanıtlanmış, kanıtlı | Kanıta dayanarak",Arapça mudellel,
müdevven,"Bir araya getirilerek divan durumunda toplanmış (şiir vb.) | Bir araya toplanmış, düzenlenmiş",Arapça mudevven,
müdrik,"Anlamış, idrak etmiş olan | Anlık (II) [ruh bilimi]",Arapça mudrik,
müebbet,"Sonu olmayan | Yaşadıkça süren, ömür boyunca olan",Arapça muʾebbed,
müeccel,"İleriye atılmış, ertelenmiş",Arapça muʾeccel,
müemmen,Emniyete alınmış (kimse) | Güvenilir (kimse),Arapça muʾemmen,
müesses,"Kurulu, kurulmuş",Arapça muʾesses,
müessif,"Üzücü, üzüntü veren | Hoşa gitmeyen, kötü (olay, durum)",Arapça muʾessif,
müferrih,"İç açıcı, ferahlık verici",Arapça muferriḥ,
müfessir,"Kısa ve anlaşılması güç bir metni açıklayan, açıklığa kavuşturan, metnin anlam ve amacı üstünde yorumda bulunan (kimse) | Kur'an'ı yorumlayan (kimse)",Arapça mufessir,
müfit,"Anlatan, ifade eden",Arapça mufīd,
müflis,İflas eden; batkın [hukuk],Arapça muflis,
müfrez,Bir bütünden ayrılmış,Arapça mufrez,
müftehir,"Bir şeyi övünç bilerek onunla sevinen, övünen, iftihar eden",Arapça mufteḫir,
müheyyiç,"Coşturucu, heyecan verici",Arapça muheyyic,
mühlik,"Öldürücü, tehlikeli",Arapça muhlik,
mühmel,"Bırakılmış, bakılmamış, ilgisizliğe uğramış",Arapça muhmel,
mühreli,Mühre ile cilalanmış,,
mühürlü,Mühür basılmış | Mühürle kapatılmış,,
mühürsüz,Mührü olmayan | Mühür basılmamış olan,,
mühür gözlü,"Koyu renkte, iri, beğenilen gözleri olan (kimse)",,
mükedder,Kederli biçimde,Arapça mukedder,
mükemmel,"Olgunlaşmış | Çok güzel, harikulade olan | Eksiksiz, kusursuz, harikulade bir biçimde",Arapça mukemmel,
mükemmeliyetçi,Her şeyin mükemmel olmasını isteyen (kimse) | Ahlaki olgunluğa erişmeyi amaç edinen (kimse) [felsefe] | Mükemmel olma yolunda aşırı çaba sarf eden (kimse) [ruh bilimi],,
müktesep,"Kazanılmış, edinilmiş",Arapça mukteseb,
mülaki,"Buluşan, kavuşan, görüşen",Arapça mulāḳī,"müla:ki:, l ince okunur"
mülayim,"Yumuşak huylu | Ilıman (hava) | Uygun, hoş görülebilir",Arapça mulāyim,"müla:yim, l ince okunur"
mülga,"Yürürlükten kaldırılan, kapatılan",Arapça mulġā,mülga:
mülhem,"İçe doğmuş, birinin içine doğmuş, esinlenmiş",Arapça mulhem,
mülhit,"Allah’ı inkâr eden, dinsiz, imansız (kimse) | Doğru yoldan çıkmış",Arapça mulḥid,
mülki,Bir ülkeyle ilgili olan | Ülke yönetimine ilişkin | Asker sınıfı dışında kalan,Arapça mulkī,mülki:
mülklü,Mülkü olan,,
mülksüz,Mülkü olmayan,,
mümkün,Gerçekleşme imkânı bulunan; olası,Arapça mumkin,
mümteni,"Bir şeyi yapmaktan çekinen, kaçınan | Olamaz, olmayacak",Arapça mumteniʿ,mümteni:
münafık,Dinî kurallara inanmadığı hâlde inanmış gibi görünen,Arapça munāfiḳ,müna:fık
münasebetli,"Uygun, yakışık alan",,
münasebetsiz,"Yakışıksız iş gören, sıra, saygı gözetmeyen (kimse)",,
münasip,"Beğenilen, hoşa giden",Arapça munāsib,müna:sip
müncer,Bir yana doğru çekilip sürüklenen,Arapça muncerr,
münderiç,Bir şeyin içinde yer almış,Arapça munderic,
münebbihli,Uyarı sistemi olan,,
münebbihsiz,Uyarı sistemi olmayan,,
münevver,Aydınlatılmış | Aydın kimse,Arapça munevver,
münezzeh,"Eksiklik, kötülük vb.nden uzak olan | İnsanlara özgü her türlü sıfat ve noksanlıktan uzak olan, hiçbir şeye ihtiyacı olmayan (Allah) [din bilimi]",Arapça munezzeh,
münfail,"Gücenmiş, alınmış, kırgın",Arapça munfaʿil,
münferit,Tek başına olan,Arapça munferid,
münfesih,"Bozulmuş, dağılmış, feshedilmiş",Arapça munfesiḫ,
münhal,"Eriyebilen, çözülebilen [kimya]",Arapça munḥall,
münharif,"Bir tarafa sapmış, doğruluğunu yitirmiş",Arapça munḥarif,
münhezim,"Bozguna uğramış, bozulmuş, yenilmiş",Arapça munhezim,
münkesir,"Kırgın, gücenmiş",Arapça munkesir,
münkir,"İnkâr eden, kabul etmeyen | Tanrı'nın varlığına inanmayan, Tanrı'nın varlığını inkâr eden (kimse)",Arapça munkir,
münşi,"Mektup türünde usta ve başarılı olan, inşası güçlü (kimse) [edebiyat]",Arapça munşī,münşi:
müntehir,"Kendini öldüren, intihar eden",Arapça munteḥir,
müntesip,"Bir yere, birine bağlanmış, kapılanmış, intisap etmiş olan (kimse)",Arapça muntesib,
münteşir,"Yaygın, yayılmış | Yayımlanan, yayımlanmış olan (gazete, dergi vb.)",Arapça munteşir,
münzevi,"Topluluktan kaçan, yalnız başına kalmayı seven",Arapça munzevī,münzevi:
müphem,Açık ve belirgin olmaksızın,Arapça mubhem,
müptela,"Tutulmuş | Âşık, vurgun",Arapça mubtelā,"müptela:, l ince okunur"
müptezel,Saygınlığını yitirmiş | Çok bulunmasından dolayı değerini yitiren; değersiz,Arapça mubteẕel,
mürekkep,"İki veya daha fazla şeyin karışmasından oluşan, birden çok ögeden veya parçadan oluşan, sade ve düz olmayan; bileşik | -den oluşmuş",Arapça murekkeb,
mürekkepli,"Mürekkep (II) sürülmüş, dökülmüş veya damlatılmış olan | İçine mürekkep (II) konularak kullanılan",,
mürekkepsiz,Mürekkebi (II) olmayan,,
mürettep,"Gizli bir amaçla düzenlenmiş, yapılmış (iş) | Sonradan düzenlenmiş, derlenmiş",Arapça muretteb,
mürt,Ölmüş (hayvan),Farsça murd,
mürtekip,"Para, kazanç karşılığı olarak kötü, uygunsuz işler çeviren (kimse)",Arapça murtekib,
mürtet,Müslümanlığı bırakıp başka bir dine geçmiş olan (kimse),Arapça murtedd,
müsadif,Rastlayan,Arapça muṣādif,müsa:dif
müsait,"Uygun, elverişli olan",Arapça musāʿid,müsa:it
müsebbip,"Bir şeyin olmasına, yapılmasına sebep olan, yol açan (kimse veya şey)",Arapça musebbib,
müseccel,"Kütüğe geçirilmiş, tescil edilmiş; sicilli",Arapça museccel,
müsellem,"Doğruluğu tartışılamayacak kadar açık olan, tersi savunulamayan, inkâr edilemeyen",Arapça musellem,
müselsel,"Birbirine bağlı olan, art arda zincirleme olarak gelen",Arapça muselsel,
müsemma,"Ad verilmiş, adı olan",Arapça musemmā,müsemma:
müsmir,Sonuç veren,Arapça mus̱mir,
müsnet,"Yüklenmiş olan, dayandırılan, isnat olunan | (Hz. Muhammed’in söz ve eylemleri için) Peygamberin arkadaşlarından birinin tanıklığına kadar götürülebilen | Aruz ölçüsünde kapalı hece [edebiyat]",Arapça müsned,
müstafi,"Kendi isteğiyle işinden çekilmiş, istifa etmiş",Arapça mustaʿfī,müstafi:
müstağni,Nazlı davranan,Arapça mustaġnī,müstağni:
müstahkem,"Berkitilmiş, sağlamlaştırılmış, tahkim edilmiş",Arapça mustaḥkem,
müstait,"Doğuştan yetenekli, kabiliyetli olan",Arapça mustaʿidd,
müstakbel,"İleri bir tarihte beklenen, ilerideki; gelecek",Arapça mustaḳbel,
müstakil,Kullanış yönünden başka bir yapı ile bağlantısı olmayan; bağımsız | Kullanış yönünden belli kişi veya kişiler için ayrılmış olan,Arapça mustaḳill,
müstakim,Doğruluktan şaşmayan,Arapça mustaḳīm,
müstamel,Kullanılmış olan,Arapça mustaʿmel,müsta:mel
müstebat,"Olacağı sanılmayan, uzak görülen",Arapça mustebʿad,
müstefit,Yararlanan,Arapça mustefīd,
müstehcen,"Açık saçık, edebe aykırı, yakışıksız",Arapça mustehcen,
müstehzi,Alaycı bir biçimde,Arapça mustehzī,müstehzi:
müstekbir,"Kibirlenen, kendini büyük gören (kimse)",Arapça müstekbir,
müstelzim,"Gerektiren, gerekli kılan | Gerekli olan, gereken",Arapça mustelzim,
müstenit,Dayanan,Arapça mustenid,
müsterih,"Bütün kaygılardan kurtulup gönlü rahata kavuşan, içi rahat olan",Arapça musterīḥ,
müstesna,"Bir bütünün veya kuralın dışında olan | Benzerlerinden üstün olan, benzerleri az bulunan | Dışında, ayrı, hariç tutularak",Arapça mustes̱nā,müstesna:
müstevli,"Bir yeri istila eden, yönetimi altına alan (kimse, devlet, ordu vb.)",Arapça mustevlī,müstevli:
müsveddelik,Müsvedde yapmaya elverişli,,
müşebbeh,"Bir şeyle arasında benzerlik bulunan, benzetilen",Arapça muşebbeh,
müşekkel,"Biçim verilmiş | İri, gösterişli",Arapça muşekkel,
müşerref,Onur verilerek yüceltilmiş,Arapça muşerref,
müşevvik,"Arzusunu çoğaltan, isteğini artıran | Ayartan, kışkırtan, önayak olan",Arapça muşevviḳ,
müşkülatlı,"Güçlüğü olan, zorluk içinde olan",,
müşkülpesent,Bir işi yapmamak için türlü bahaneler uyduran,Arapça muşkil + Farsça -pesend,
müşrik,Tanrı'ya ortak koşan,Arapça muşrik,
müştak,"Özleyen, göreceği gelen",Arapça muştāḳ,müşta:k
müşterek,"Ortaklaşa, el birliğiyle yapılan veya hazırlanan | Ortaklaşa kullanılan | Ortaklaşa, birlikte",Arapça muşterek,
müteakip,"-den sonra | Arkadan gelen, ardı sıra gelen",Arapça muteʿāḳib,mütea:kip
müteammim,"Yaygın duruma gelmiş, genelleşmiş",Arapça muteʿammim,
mütebahhir,"Geniş, derin bilgisi olan",Arapça mutebaḥḥir,
mütebeddil,"Bir kararda durmayan, değişen",Arapça mutebeddil,
mütebessim,Gülümseyen; güleç,Arapça mutebessim,
mütecasir,"Yeltenen, cüret eden",Arapça mutecāsir,müteca:sir
mütecaviz,"-den çok, -i aşan",Arapça mutecāviz,müteca:viz
mütecessis,"Gizliyi arayan, gizliyi gözetleyen",Arapça mutecessis,
mütedair,"Ait, için, dolayı, üzerine, ... ile ilgili",Arapça mutedāʾir,müteda:ir
mütedavil,"Tedavülde bulunan, elden ele gezen",Arapça mutedāvil,müteda:vil
müteessif,"Üzülen, esef eden | Acınan, yerinen",Arapça muteʾessif,
müteessir,Etkilenmiş,Arapça muteʾes̱s̱ir,
müteferrik,"Birbirinden ayrılmış, dağılmış olan",Arapça muteferriḳ,
mütehakkim,"Hâkim olan, hükmeden | Zorbalık eden, hükmünü zorla yürüten",Arapça muteḥakkim,
müteharrik,"İşleyen, çalışan",Arapça muteḥarrik,
mütehassis,Duygulanmış olan,Arapça muteḥassis,
mütehayyil,Hayale dalmış,Arapça muteḫayyil,
mütehayyir,"Şaşmış, şaşırmış olan",Arapça muteḥayyir,
mütekâmil,"Olgunlaşmış, gelişmiş, gelişkin",Arapça mutekāmil,mütekâ:mil
mütekâsif,"Yoğunlaşmış, koyulaşmış",Arapça mutekās̱if,mütekâ:sif
mütelezziz,"Lezzet bulan, tat alan, mutlu olan, hoşlanan",Arapça muteleẕẕiẕ,
mütemayiz,"Kendini gösteren, sivrilen",Arapça mutemāyiz,mütema:yiz
mütemmim,"Tamamlayan, bütünleyen, bitiren",Arapça mutemmim,
mütenakıs,"Gittikçe azalan, eksilen",Arapça mutenāḳiṣ,mütena:kıs
mütenebbih,"Aklını başına toplamış, akıllanmış, uslanmış",Arapça mutenebbih,
müteneffir,"İğrenmiş, tiksinmiş | İğrenmiş, tiksinmiş bir biçimde",Arapça muteneffir,
mütenekkir,"Kılık değiştiren, takma ad kullanan, kendini tanıtmak istemeyen",Arapça mutenekkir,
müterakim,"Birikmiş, toplanmış, yığılmış",Arapça muterākim,mütera:kim
müterakki,"İleri, ilerlemiş",Arapça muteraḳḳī,müterakki:
mütercem,"Çevrilmiş, tercüme edilmiş",Arapça mutercem,
mütereddi,Soysuzlaşmış,Arapça mutereddī,mütereddi:
mütesanit,Dayanışma içinde olan (kimse),Arapça mutesānid,mütesa:nit
müteselli,"Üzücü, yorucu veya bıktırıcı bir durum karşısında avunan (kimse)",Arapça mutesellī,müteselli:
müteşekkil,"Oluşmuş, meydana gelmiş",Arapça muteşekkil,
müteşekkir,"Teşekkür etme durumunda olan, teşekkür borçlu olan",Arapça muteşekkir,
mütevakkıf,Gerçekleşmesi bir şeye bağlı bulunan,Arapça mutevaḳḳif,
mütevazi,Birbirine paralel olan,Arapça mutevāzī,müteva:zi:
müteveccih,"Bir yere gitmeye, bir şeyi yapmaya karar veren",Arapça muteveccih,
mütevekkil,"Her işini Tanrı'ya veya oluruna bırakmış, kadere boyun eğmiş",Arapça mutevekkil,
mütevellit,"Doğmuş, dünyaya gelmiş | Meydana gelmiş, ileri gelmiş",Arapça mutevellid,
mütezayit,"Artan, çoğalan",Arapça mutezāyid,müteza:yit
müthiş,"Çok rahatsız eden, dayanılmaz | Şaşılacak kadar değişik | ""Ne acayip şey"" anlamında kullanılan bir söz",Arapça mudhiş,
müttehit,"Birlik durumuna gelmiş, birlik olmuş; birleşik",Arapça mutteḥid,
müyesser,Kolaylıkla ortaya çıkan,Arapça muyesser,
müzahir,"Yardımcı, destekleyici, arkalayan, arka çıkan",Arapça muẓāhir,müza:hir
müzebzep,"Çok karışık | Bir şeye karar veremeyen, tereddüt eden | Elinden iş gelmeyen (kimse)",Arapça muẕebẕeb,
müzehhep,"Altın suyuna batırılmış olan | Yaldızla süslenmiş, yaldızlanmış",Arapça muẕehheb,
müzelik,"Müzeye konulacak değerde veya eskilikte olan | Eskimiş, köhnemiş olan",,
müzeyyen,"Süslenmiş, bezenmiş olan",Arapça muzeyyen,
müziç,"Bunaltıcı, tedirgin edici",Arapça muzʿic,
müzikli,"Bazı bölümlerinde müzik kullanılan (film, oyun)",,
müzikolojik,Müzik bilimi ile ilgili,Fransızca musicologique,l ince okunur
müziksel,Müzik özellikleri taşıyan,,
müziksever,"Müzik tutkusu olan, müziği seven (kimse)",Fransızca musique + Türkçe sever,müzi'ksever
müziksiz,Müziği olmayan | Herhangi bir müzik parçası çalınmayan,,
nabekâr,"Yararsız, işe yaramaz | Serseri, haylaz, avare, işsiz",Farsça nā + Arapça bekār,na:bekâr
naçar,"Çaresi olmayan; çaresiz | Zavallı, düşkün",Farsça nāçār,na:çar
naçiz,"Değersiz, önemsiz olan",Farsça nāçīz,na:çiz
nadan,"Bilgisiz, cahil",Farsça nādān,na:dan
nadaslı,Nadasa bırakılmış,,
nadaslık,Nadas için ayrılmış,,
nadide,"Az görülür, görülmedik, seyrek görülen",Farsça nādīde,na:di:de
nadim,Yaptığı bir davranıştan pişmanlık duyan; pişman,Arapça nādim,na:dim
nadir,Az bulunur; turfa,Arapça nādir,na:dir
nafiz,"Delip geçen | İçe işleyen | Sözü geçen, etkili olan",Arapça nāfiẕ,na:fiz
naftalinli,Naftalinlenmiş,,
nağmeli,Nağmesi olan,,
nağmesiz,Nağmesi olmayan | Nağmesi olmadan,,
nahak,"Haksız, gereksiz",Farsça nā + Arapça ḥaḳḳ,na:hak
nahif,"İnce, duygulu, hassas olan",Arapça naḥīf,
nahoş,"Hoş olmayan, hoşa gitmeyen, kötü, çirkin",Farsça nāḫoş,na:hoş
nail,"Erişmiş, ele geçirmiş, başarmış, kazanmış, ulaşmış",Arapça nāʾil,na:il
nakaratlı,Nakaratı olan,,
nakaratsız,Nakaratı olmayan,,
nakışlı,Nakşı olan,,
nakışsız,Nakşı olmayan | Nakşı olmaksızın,,
naklî,"Taşıma ile ilgili olan | Nakle dayanan, anlatılan, söylenen (gerçek)",Arapça naḳlī,nakli:
nalan,"İnleyici, inleyen",Farsça nālān,"na:la:n, l ince okunur"
nalayık,"Yakışıksız, hoş olmayan",Farsça nā + Arapça lāyiḳ,"na:la:yık, l ince okunur"
nalçalı,Nalçası olan,,
nalçasız,Nalçası olmayan,,
nalekâr,"İnleyen, iniltili",Farsça nālekār,na:lekâr
nallı,"Ayaklarında nal bulunan (at, eşek vb.)",,
nalsız,"Ayaklarında nal bulunmayan (at, eşek vb.)",,
namağlup,"Mağlup olmamış, hiçbir yenilgi almamış, yenilgisiz",Farsça nā + Arapça maġlūb,"na:mağlup, l ince okunur"
namahrem,Evlenmelerinde yasa bakımından sakınca olmayan (kadın ve erkek),Farsça nā + Arapça maḥrem,na:mahrem
namert,"Korkak, alçak, mert olmayan",Farsça nāmerd,na:mert
namertçe,"Korkakça, mert olmayan | (name'rtçe) Korkakça, mert olmayan bir biçimde",,
namevcut,"Mevcut olmayan, bulunmayan; yok",Farsça nā + Arapça mevcūd,na:mevcut
namlı şanlı,Çok ünlü,,
namlulu,Namlusu olan,,
namlusuz,Namlusu olmayan,,
namuslu,Ahlak kurallarına uygun olarak davranan; namuskâr | Olması gerektiği gibi,,
namussuz,"Ahlak kurallarına uygun davranmayan, ahlak kurallarını çiğneyen; kaltaban | Kızgınlıkla söylenen bir söz | Ahlak kurallarına uygun davranmayarak, ahlak kurallarını çiğneyerek",,
namussuzca,Namussuz bir biçimde; namussuzcasına | Namussuza yakışır,,na:mussu'zca
namüsait,Uygun olmayan; elverişsiz,Farsça nā + Arapça musāʿid,na:müsa:it
namütenahi,Sonsuz bir biçimde,Farsça nā + Arapça mutenāhī,na:mütena:hi:
naneli,Nanesi olan | İçinde nane ruhu olan,,
nanemolla,"Çok sık hastalanan, sağlıksız (kimse) | İşten kaçınan, üşengeç | Güçsüz, dayanıksız (kimse)",,
nanesiz,Nanesi olmayan | İçinde nane ruhu olmayan,,
nankörce,Nanköre yakışır | (nankö'rce) Nankör bir biçimde; nankörcesine,,
nanoteknolojik,Nanoteknoloji ile ilgili,İngilizce nano + Fransızca technologique,l ince okunur
Napoliten,Napoli’ye özgü,İtalyanca napoletano,
narin,"İnce yapılı; yepelek, nazenin",Farsça nārīn,na:rin
narkotik,"Kolluk kuvvetleri bünyesinde uyuşturucu madde yapımı, satışı ve kullanımını önlemek ve mücadele etmek amacıyla oluşturulmuş özel birim",Fransızca narcotique,
nasıl,"Bir işin ne biçimde, hangi yolla olduğunu belirtmek için kullanılan bir söz; ne (II), nice, nite | Bir hareketin yapılış biçimine duyulan şaşkınlığı belirten bir söz | İşin zorunlu olduğunu belirten bir söz | Ne kadar çok | Elbette, kesinlikle | ""Ben sana dememiş miydim, gördün mü?"" anlamlarında kullanılan bir söz | ""Ne dediniz?"" veya ""iyi mi, beğendiniz mi?"" anlamlarında kullanılan bir söz | Ne gibi, ne türlü",Türkçe ne + Arapça aṣl,na'sıl
nasırlı,"Nasırı olan, nasır bağlamış, nasırlaşmış",,
nasırsız,Nasırı olmayan,,
nasipli,Her istediğine kolayca ulaşan,,
nasipsiz,İstediğine ulaşamayan,,
naşad,"Üzüntülü, kederli, mahzun",Farsça nāşād,na:şad
natamam,"Tamamlanmamış, bitmemiş",Farsça nā + Arapça tamām,na:tamam
natıkalı,Düzgün ve iyi konuşan,,
natıkasız,Natıkası olmayan,,
nato,"""Söz dinlemez, söz anlamaz, taş gibi kafa"" anlamlarındaki nato kafa, nato mermer deyiminde geçen bir söz",Rumca,na'to
natuk,"Düzgün, güzel ve kolaylıkla söz söyleyen",Arapça naṭūḳ,
nazarlı,Nazara uğrayan,,
nazenin,"Üstüne titrenerek çok şımarık, nazlı yetiştirilmiş, şımartılmış | Nazlı, genç ve güzel kadın",Farsça nāzenīn,na:zenin
nazik,"Başkalarına karşı saygılı davranan | İnce yapılı, narin | Özen, dikkat gösterilmezse kırılabilen, bozulabilen, kötüleşebilen | Gerekli önlemler alınmadığında daha kötü olan; kritik | Dikkat isteyen, özen gerektiren; tetik (II)",Farsça nāzuk,na:zik
