madde,anlam,lisan,telaffuz
kalbi sıkışmak,yüreği sıkışmak,,
kalbi sızlamak,yüreği sızlamak,,
kalbi yırtılmak,acı duymak,,
kalbura çevirmek,delik deşik etmek,,
kalbura dönmek,delik deşik olmak,,
kalburdan geçirmek,"kalbur yardımıyla ayırmak, elemek",,
kalburla su taşımak,"verimsiz, sonuçsuz bir işle uğraşmak",,
kalburüstüne gelmek,"benzerleri arasında sivrilmiş olmak, seçkin duruma gelmek",,
kalburüstü kalmak,kalburüstüne gelmek,,
kaldırıma düşmek,"önemini, değerini yitirmek | ucuz fiyatla sokakta satışa çıkarılmak",,
kaldırımları arşınlamak,işsiz güçsüz dolaşmak,,
kaldırım çiğnemek,şehirde yaşayarak görgüsü artmak,,
kalebent etmek,suçluluğu yüzünden mahkûm etmek,,
kaleme almak,"bir konuyu yazı durumuna getirmek, yazıyla anlatmak",,
kaleme gelmek,yazılabilmek veya anlatılabilmek,,
kaleme (veya kaleme kâğıda) sarılmak,yazmaya başlamak,,
kaleminden çıkmak,herhangi biri tarafından yazılmak,,
kaleminden kan damlamak,yazıları acı ve dokunaklı olmak | etkili yazmak,,
kalemine dolamak,herhangi bir konuyu sürekli olarak yazmak | bir kimseyi sürekli olarak yazılarıyla kötülemek,,
kalemi olmak,herhangi bir nitelikte yazı yazabilmek,,
kalem açmak,kalemin ucunu yontup kullanılabilecek bir duruma getirmek,,
kalem çekmek,gereksiz olduğunu belirtmek için üstünü çizmek,,
kalem kırmak,idam kararı verildiğinde bir daha idam kararı imzalamamak için hâkim kalemini kırmak [hukuk],,
kalem oynatmak,yazı yazmak | bir yazıyı düzeltmek | bir yazı veya belge üzerinde gizlice değişiklik yapmak,,
kaleyi içinden fethetmek,davasını karşı taraftan birinin yardımıyla kazanmak | içine girmek istediği ailenin bir ferdinin sevgisini ve güvenini kazanarak söz konusu aile tarafından kabul edilme imkânı elde etmek,,
kale almamak,"önem vermemek, hesaba katmamak, sözünü etmeye değer bulmamak",,
kalıba dökmek,dökmecilikte erimiş madeni kalıbın içine akıtmak,,
kalıba vurmak,biçimi bozulmuş bir şeyi düzeltmek için kalıba geçirmek,,
kalıbından utanmamak,dıştan görüntüsünün verdiği etkiyi hiçe saymak,,
kalıbının adamı olmamak,görünüşünden beklendiği gibi olmamak,,
kalıbını basmak,bir şeyi güvenle doğrulamak,,
kalıbı kıyafeti yerinde olmak,kılık kıyafeti gösterişli olmak,,
kalıptan kalıba girmek,çıkar sağlamak için her duruma uymak,,
kalıp gibi oturmak,"giysi, vücuda tam uymak",,
kalıp gibi serilmek,yorgunluktan upuzun yatmak,,
kalıp gibi uyumak,kımıldamadan uzun ve derin bir uyku uyumak,,
kalıp kesilmek,olduğu gibi kalmak,,
kalkan etmek,"öne çıkarmak, belirgin duruma getirmek",,
kalkan olmak,birinin zor duruma düşmesini önlemek için kendini siper etmek,,
kalkıp kalkıp oturmak,"öfke, heyecan vb. duygular sebebiyle yerinde duramaz olmak, hop oturup hop kalkmak",,
kalkışa geçmek,uçak havalanmak için pistten ayrılmak,,
kalleşlik etmek,sözünde durmayarak döneklik etmek | birine gizlice kötülük etmek,,
kalp etmek,bir durumdan başka bir duruma çevirmek,,
kalp olmak,"sahte, düzme olmak",,
kalp olmak,bir durumdan başka bir duruma çevrilmek,,
kalp olmamak,acıma duygusu olmamak,,
kalp (veya kalbini) kırmak,gönül kırmak,,
kamanço etmek,"yüklemek, aktarmak, elden ele geçirmek",,
kama basmak,oyunda yenmek,,
kambura vermek,"ciltlenecek kitabın sırtını, formalar dikildikten sonra çekiç veya makine yardımıyla yuvarlaklaştırmak",,
kambura yatmak,ayakta duran birini sırtüstü düşürmek için gizlice arkasında iki büklüm olup eğilmek ve başka birinin onu önden üzerine itmesini sağlamak,,
kamburunu çıkarmak,"insan, kedi vb. sırtını tümsek duruma getirmek",,
kamburu çıkmak,sırtı kambur olmak | ihtiyarlamak | eğilerek yapılan işler için çok çalışmış olmak,,
kameti artırmak,yüksek sesle konuşmak | ortalığı velveleye vermek,,
kamet getirmek,farz namazına durmak için kamet okumak,,
kampana çalmak,"gemi, istasyon vb. yerlerde belirli vakitlerde çan çalmak",,
kampa girmek,yarışmaya iyi biçimde hazırlanabilmek için gerekli donanımı bulunan bir yerde toplu hâlde bulunmak | belirlenen amaç doğrultusunda yoğun bir biçimde çalışmak,,
kamp kurmak,kamp için kalınacak yerde gerekli düzeni sağlamak,,
kamp yapmak,"kampa girmek | bir süreliğine şehir ortamından uzak bir yerde, çadır, baraka vb. eğreti yerlerde konaklayarak doğada yaşamak",,
kamufle etmek,gizlemek,,
kanaat etmek,yetinmek,,
kanaat getirmek,"kanmak, aklı yatmak, inanmak",,
kanadı altına almak,"korumak, himayesine almak",,
kanat açmak,"birini korumak, himaye etmek",,
kanat alıştırmak,bir işe alışmaya çalışmak,,
kanat çırpmak,uçmak | kanatlarını hareket ettirmek | yeni bir başlangıç yapmak,,
kanat germek,"koruması altına almak, himaye etmek",,
kanayan yara olmak,"sürekli sıkıntı, üzüntü ve zarar veren bir durumda olmak",,
kana kan istemek,kısas yapılmasını istemek,,
kana susamak,öldürme hırsı duymak,,
kancıklık etmek,"döneklik, kalleşlik etmek",,
kandilin yağı tükenmek,"hayat sona ermek, ölmek",,
kangren olmak,"vücudun herhangi bir yerindeki doku, kan gelmemesi sonucu ölmek | kangrenleşmek",,
kanına çılgınlık yürümek,"gözü hiçbir şeyi görmemek, aşk vb. duyguların etkisiyle ne yaptığını bilmemek, aklı başından gitmek",,
kanına dokunmak,çok sinirlenmek,,
kanına ekmek doğramak,"birinin ölümüne yol açarak sevinmek | birini küçük düşürmek, birine zarar vermek",,
kanına girmek,"birini aklında olmayan veya istemediği bir düşünceye, davranışa yönlendirmek | (bir şey) düşüncelere nüfuz etmek | birini öldürmek veya öldürtmek",,
kanına işlemek,bir şeyi aşırı ölçüde benimsemek | büyük ölçüde etkisinde kalmak,,
kanına susamak,belasını aramak,,
kanını emmek,insafsızca sömürmek,,
kanını içine akıtmak,sıkıntısını belli etmemek,,
kanını kaynatmak,"heyecanlandırmak, coşturmak",,
kanını kurutmak,canından bezdirmek,,
kanını yerde koymak,birini öldüreni ölümle cezalandırmamak,,
kanısında olmak,"inancında olmak, kanaatinde olmak",,
kanıya varmak,belli bir kanı edinmiş olmak,,
kanıyla ödemek,yaptığının cezasını hayatıyla ödemek,,
kanı ısınmak,birine karşı yakınlık duymak,,
kanı içine akmak,derdini dışa vuramamak,,
kanı kaynamak,coşkun ve kıpırdak olmak,,
kanı kaynamak,çabucak sevgi duymak,,
kanı kurumak,"çok usanmak, çok bıkmak | bitkin, yorgun, cansız duruma düşmek",,
kanı sulanmak,kansızlığa uğramak,,
kanı temizlenmek,"öldürülenin arkasından, öldüren kişi veya yakınlarından birini öldürerek öç almak",,
kani olmak,"kanaat getirmiş olmak, inanmak",,
kanlısı olmak,birinin katili olmak,,
kanlı bıçaklı olmak,aralarında herhangi bir nedenden dolayı birbirini öldürecek kadar düşmanlık bulunmak,,
kanlı yaş (veya yaşlar) dökmek,büyük üzüntüyle ağlamak,,
kantarın topunu kaçırmak,ölçüyü kaçırıp aşırı davranmak,,
kantarlıyı savurmak,ağır bir biçimde sövmek,,
kanuniyet kesbetmek,"yasa niteliğini kazanmak, yasa durumu almak, yasalaşmak",,
kanunu çiğnemek,yasal olmayan iş yapmak,,
kanun çıkarmak,Türkiye Büyük Millet Meclisi kanun hazırlayarak kabul etmek,,
kan ağlamak,büyük bir üzüntü içinde bulunmak,,
kan akıtmak,kurban kesmek,,
kan akmak,"savaş, çatışma, dövüş olmak | ölmek",,
kan alacak damarı bilmek,nereden veya kimden çıkar sağlanabileceğini bilmek,,
kan almak,damardan bir miktar kan çekmek veya akıtmak,,
kan boğmak,beynine kan hücumuyla ölmek,,
kan boşanmak,hızlı ve çok kan akmak,,
kan çekmek,"yüz ve huy, anne veya baba tarafının yüzüne ve huyuna benzemek | akrabalar, birbirlerine yakınlık duymak",,
kan çıkmak,"kan dökülmek, cinayet işlenmek",,
kan davası gütmek,intikam almak istemek,,
kan dere gibi akmak,vücudun bir yerinden çok kan akmak veya bir savaşta çok kişi yaralanarak ölmek,,
kan dökmek,"ölüme yol açmak, cana kıymak",,
kan gelmek,kanamak,,
kan gitmek,büyük ve küçük abdestini yaparken kan gelmek | kadınlarda aybaşı çok kanlı olmak,,
kan gövdeyi götürmek,çok kan dökülmek,,
kan gütmek,kan dökerek öç almak istemek,,
kan istemek,öldürülen bir kimsenin öcünün alınmasını istemek,,
kan kaybetmek,"herhangi bir nedenle vücuttan çok kan akmak | güçsüzleşmek, etkisini kaybetmek",,
kan kusturmak,çok eziyet çektirmek,,
kan kusup kızılcık şerbeti içtim demek,çok eziyet çektiği hâlde durumunu iyi göstermek,,
kan olmak,insan öldürülmek,,
kan olmak,aralarında kan davası bulunmak,,
kan oturmak,"bir damarın çatlamasıyla sızan kan, dokular arasına akıp kalmak",,
kan revan içinde bırakmak,her yanını kana bulamak,,
kan revan içinde kalmak,her yanı kana bulanmak,,
kan tere batmak,kan ter içinde kalmak,,
kan ter içinde kalmak,"çok terli, yorgun ve perişan bir durumda olmak",,
kan tutmak,kan gördüğünde bayılmak | şok geçirmek,,
kan vermek,"hastaya, yaralıya kan aktarmak | kan nakli için kan aldırmak",,
kan yürümek,bir organda aşırı kan birikmek,,
kapağı atmak,"sıkıntısız, rahat bir yere sığınmak, kaçıp kurtulmak",,
kapak atmak,"aşırı, tıka basa dolmuş olmak",,
kapalı duruşma yapmak,duruşmaları gizli sürdürmek,,
kapalı geçmek,bir konuda önemli noktaya değinmemek,,
kapalı olmak,iş yapmamak | ilgisiz kalmak,,
kapalı yetişmek,"toplum hayatına girmeden, karışmadan yetişmek",,
kapana sıkıştırmak,"birini zor durumda bırakmak | birini hile ile zor duruma sokmak, işin içinden çıkamaz duruma getirmek",,
kapanın elinde kalmak,çok istenir ve aranır olmak | bir şeyden ancak çabuk davranabilenler yararlanmak,,
kapan kurmak,bir hayvanı tuzağa düşürmek için kapan hazırlamak | Birine tuzak kurmak,,
kapıdan çevirmek,"geri döndürmek, kabul etmemek",,
kapıda kalmak,içeri girememek,,
kapıları açık tutmak,herhangi bir konuda ilişkiyi kesmeden anlaşma ortamını sürdürmeye çalışmak,,
kapıları kapamak,bütün ilişkileri kesmek veya anlaşma ortamını ortadan kaldırmak,,
kapılar yüzüne (veya üzerine veya üstüne) kapanmak,istenilen şeye ulaşma imkânı verilmemek,,
kapıp koyuvermek,"kendini salmak, bırakmak | bırakmak, vazgeçmek",,
kapısına kilit vurmak,girilip çıkılmasını önlemek için bir yeri kapamak | bir yerin çalışmasına son vermek,,
kapısını aşındırmak,yanına çok sık gitmek,,
kapısını çalmak,birine başvurmak,,
kapış kapış etmek,bir şeyin üzerine üşüşüp aceleyle almak,,
kapış kapış gitmek,"çok çabuk satılmak, çok istenir olmak",,
kapış kapış gitmek,çok satılmak | çabucak satılmak | çok istenir olmak,,
kapış kapış yapmak,"telaşlı bir biçimde, aceleyle almak",,
kapış kapış yapmak,"telaşlı bir biçimde, aceleyle almak",,
kapış kapış yemek,çok iştahla yemek,,
kapıya dayanmak,"gelip çatmak | bir şey elde etmek için bir yeri, bir kimseyi zorlamak, göz korkutmak",,
kapıyı açmak,bir işe veya bir konuya öncelikli olarak başlamak | bir işte başkalarına örnek olmak,,
kapıyı büyük açmak,çok masraflı bir işe girişmek veya hesapsız harcamak,,
kapıyı göstermek,"kovmak, uzaklaştırmak",,
kapı açmak,"bir şeyin sözünü etmek veya bir işe başlamak | pazarlığa çok yüksek bir fiyatla başlamak | ortaya çıkarmak, başlatmak | tavlayla oynanan hapis oyununda rakibin bir pulunu iki pul ile hapsetme durumundan mecburi olarak çıkmak",,
kapı aralamak,"bir konuya giriş yapmak, karşısındakini hazırlamak",,
kapı aramak,ev ziyareti yapmak istemek,,
kapı kapı aramak,her yeri aramak,,
kapı yapmak,bir şey istemek veya söylemek için karşısındakini önceden başka sözlerle hazırlamak | ev gezmesi yapmak,,
kapora vermek,güvenmelik vermek,,
kapris yapmak,"değişken, geçici isteklerde bulunarak huysuzca davranmak",,
kapsamını genişletmek,bir şeyin sınırları içine giren ögeleri genişletmek; şümullendirmek,,
kaput etmek,kâğıt oyununda karşısındakini tek sayı alma imkânından yoksun bırakmak,,
karaborsaya düşmek,bir mal gizlice pahalıya alınıp satılır olmak,,
karagözlük etmek,güldürüp eğlendirecek davranışlarda bulunmak,,
karagöz oynatmak,komik bir durum yaratmak,,
karakola düşmek,herhangi bir suç dolayısıyla karakolluk olmak,,
karakolluk olmak,kavga sonucu karakola gitmek zorunda kalmak,,
karakol gezmek,"huzur ve güvenliği sağlamak amacıyla dolaşmak, devriye gezmek",,
karakol kurmak,herhangi bir yerde güvenliği sağlamak amacıyla karakol oluşturmak | güvenlik görevlisi yasa dışı faaliyetler yürütüldüğü belirlenen bir yerde gerekli diğer birimler gelinceye kadar beklemek,,
karakterize etmek,ayırıcı niteliğini ortaya koymak; ıralamak,,
karambole getirmek,karışıklıktan yararlanarak birini aldatmak | bir işi aşırı bir çabuklukla yaparak gereken özeni göstermemek,,
karamsar olmak,"kötümserliğe kapılmak, bedbin olmak",,
Karamürsel sepeti sanmak,bir kimse veya şeyi ufaklığından dolayı önemsememek,,
karanfili sıkmak,tehlikelere ve güçlüklere göğüs gerebilmek,,
karanlığa gömülmek,koyu karanlık içinde kalmak | büyük sıkıntı ve keder içinde kalmak,,
karanlığa kalmak,gidilecek yere varmadan akşam olmak,,
karanlıkta göz kırpmak,bir şeyi anlatmak isterken karşısındakinin anlayamayacağı bir işarette bulunmak veya bir söz söylemek,,
karanlık etmek,bir şeyin önünde durarak görünmesine engel olmak,,
karanlık kesilmek,ortalık birdenbire kararmak,,
karara bağlamak,"bir davayı, bir sorunu çözümlemek, sonuçlandırmak",,
karara kalmak,davanın görüşülmesi bitip yargıcın kararını beklemek,,
karara varmak,"bir konuda anlaşmak, bir şeyi kararlaştırmak",,
kararında bırakmak,ölçüyü aşmamak,,
karar almak,"bir davayı, bir sorunu sonuca bağlamak",,
karar altına almak,"karar vermek, kararlaştırmak",,
karar bulmak,kararlı bir durum almak | yatışmak,,
karar kılmak,birçok şeyi deneyip birini seçmek,,
karar vermek,"bir sorunu karara bağlamak, kararlaştırmak",,
karavanadan yemek,aynı kaptan topluca yemek,,
karavana atmak,hedefi vuramamak,,
karavana çıkmak,yemek hazırlanmak veya gelmek,,
karaya ayak basmak,"deniz, göl vb.nden karaya çıkmak | deniz taşıtından karaya çıkmak",,
karaya çıkarmak,göl veya denizden karaya çıkmasını sağlamak,,
karaya düşmek,deniz içinde bulunan bir şey akıntı veya dalga ile kıyıya atılmak,,
karaya düşürmek,gemi vb.ni kıyıya yanaştırmak,,
karaya oturmak,gemi denizin sığ bölümüne saplanıp kalmak,,
karaya vurmak,karaya çarpmak | denizdeki bir cisim kendini karaya atmak,,
kara çalmak,"birine iftira etmek, kara sürmek",,
kara kara düşünmek,"çok üzüntülü olmak, düşünceye dalmak",,
kara listeye almak,"birini, bir grubu, bir ülkeyi sakıncalı veya zararlı görmek",,
kara para aklamak,yasa dışı yollarla elde edilen parayı yasallaştırmak için yatırım yapmak,,
kara sürmek,kara çalmak,,
kara yasa bürünmek,aşırı üzülmek | derin derin düşünmek,,
karda yürüyüp (veya gezip) izini belli etmemek,kimsenin sezemeyeceği biçimde gizli iş çevirmek,,
kardeşliğe sığmamak,kardeşlik ilişkilerinin aksine birbirlerine kötü davranmak,,
kardeşlik etmek,"kardeş gibi hareket etmek, kardeşçe davranmak",,
kardeş kanı dökmek,aralarında çeşitli bakımlardan yakınlık bulunan kimseler birbirini öldürmek,,
karekök almak,karesi verilen bir sayıyı hesaplamak,,
karesini almak,bir sayıyı kendisiyle çarpmak [matematik],,
kargadan başka kuş tanımamak,bildiğinden veya öğrendiğinden kesinlikle şaşmamak,,
kargaşa çıkarmak,gürültü patırtıya yol açmak,,
karga etmek,tulumbanın kurumuş kösele supaplarını ıslatarak şişirmek için üzerinden su döküp kolu işletmek | bir geminin serenlerini daha az yer tutsun diye veya yas belirtisi olarak eğik bir duruma getirmek,,
karga tulumba etmek,"birkaç kişi, birini kollarından bacaklarından tutup kaldırmak",,
karılık etmek,"evli bir kadın kocasına olan görevini yerine getirmek | (erkek için kızgınlıkla söylendiğinde) kalleşlik etmek, döneklik etmek",,
karınca yuvası gibi kaynamak,çok kalabalık ve hareketli olmak,,
karın doyurmak,geçinmek | yararı olmak,,
karısının üstüne evlenmek,karısı varken bir kadınla daha evlenmek,,
karışanı görüşeni olmamak,"işine kimse karışmamak, özgür olmak",,
karış karış bilmek,en ince ayrıntısına kadar biliyor olmak,,
karış karış dolaşmak,her yeri gezmek,,
karı koca olmak,nikâhlı veya nikâhsız birlikte yaşamaya başlamak,,
karikatürize etmek,karikatürleştirmek,,
karinaya basmak,karina etmek,,
karina etmek,gemiyi karinası ortaya çıkacak biçimde bir yanı üzerine yatırmak,,
karine ile anlamak,sözün gelişinden çıkarmak,,
kariyer yapmak,"uzmanlık alanında çalışmak, uzmanlaşmak, ihtisas yapmak",,
karizmayı çizdirmek,"var olan etkileyiciliğini kaybetmek, utanılacak kötü bir duruma düşmek",,
karmakarışık etmek,çok karışık duruma getirmek,,
karmakarışık olmak,çok karışık duruma gelmek,,
karmakarış etmek,çok karışık duruma getirmek,,
karmakarış olmak,çok karışık duruma gelmek,,
karmanyolaya getirmek,soymak,,
karman çorman etmek,çok karışık ve düzensiz duruma getirmek,,
karman çorman olmak,çok karışık ve düzensiz duruma gelmek,,
karneye bağlamak,karne ile satmaya başlamak,,
karnını doldurmak,çok yemek yemek | gebe kalmak,,
karnı büyümek,hamileliği belirgin duruma gelmek,,
karnı davul olmak,hamileliği belirgin duruma gelmek,,
karnı geniş olmak,her düşünceyi kolaylıkla kabul etmek,,
karnı karnına geçmek,"açlıktan, bitkinlikten, bakımsızlıktan karnı içeriye çekilmek",,
karnı tok sırtı pek olmak,"geçimi iyi olmak, para sıkıntısı olmamak",,
